# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/home/ngs-01/ngs1_project/sample_data/chr22_with_ERCC92.gtf" "-g" "gene_name" "-o" "counts.txt" "/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_001.sorted.bam" "/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_002.sorted.bam" "/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_003.sorted.bam" "/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_004.sorted.bam" "/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_005.sorted.bam" "/home/ngs-01/ngs1_project/hisat_align/shuffeled_hisatAlign1.sorted.bam" "/home/ngs-01/ngs1_project/hisat_align/shuffeled_hisatAlign2.sorted.bam" "/home/ngs-01/ngs1_project/hisat_align/shuffeled_hisatAlign3.sorted.bam" "/home/ngs-01/ngs1_project/hisat_align/shuffeled_hisatAlign4.sorted.bam" "/home/ngs-01/ngs1_project/hisat_align/shuffeled_hisatAlign5.sorted.bam" 
Geneid	/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_001.sorted.bam	/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_002.sorted.bam	/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_003.sorted.bam	/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_004.sorted.bam	/home/ngs-01/ngs1_project/bwa_align/bwaAlign_unshuffled_sample_part_005.sorted.bam	/home/ngs-01/ngs1_project/hisat_align/shuffeled_hisatAlign1.sorted.bam
MIR5739	0	0	0	0	0	0
RN7SL162P	0	0	0	0	0	0
CHEK2	0	0	0	0	0	23
HSCB	0	0	0	0	0	9
CCDC117	0	0	0	0	0	92
XBP1	0	0	0	0	0	85
CTA-292E10.6	0	0	0	0	0	0
CTA-292E10.8	0	0	0	0	0	0
CTA-292E10.7	0	0	0	0	0	0
ZNRF3	0	0	0	0	0	18
ZNRF3-IT1	0	0	0	0	0	0
ZNRF3-AS1	0	0	0	0	0	0
C22orf31	0	0	0	0	0	0
KREMEN1	0	0	0	0	0	11
CTA-747E2.10	0	0	0	0	0	0
RNU6-810P	0	0	0	0	0	0
RNU6-1219P	0	0	0	0	0	0
EMID1	0	0	0	0	0	0
RHBDD3	0	0	0	0	0	51
CTA-984G1.5	0	0	0	0	0	2
EWSR1	0	0	0	0	0	487
GAS2L1	0	0	0	0	0	110
RASL10A	0	0	0	0	0	0
AC002059.10	0	0	0	0	0	0
AP1B1	0	0	0	0	0	380
MIR3653	0	0	0	0	0	0
SNORD125	0	0	0	0	0	0
AC000041.8	0	0	0	0	0	0
RFPL4AP6	0	0	0	0	0	0
RFPL1S	0	0	0	0	0	0
AC000041.10	0	0	0	0	0	0
RFPL1	0	0	0	0	0	0
AC000035.3	0	0	0	0	0	0
NEFH	0	0	0	0	0	11
THOC5	0	0	0	0	0	74
CTA-256D12.11	0	0	0	0	0	0
NIPSNAP1	0	0	0	0	0	67
NF2	0	0	0	0	0	217
RPEP4	0	0	0	0	0	1
RP1-76B20.11	0	0	0	0	0	0
RP1-76B20.12	0	0	0	0	0	0
CABP7	0	0	0	0	0	0
ZMAT5	0	0	0	0	0	14
UQCR10	0	0	0	0	0	82
ASCC2	0	0	0	0	0	110
MTMR3	0	0	0	0	0	3
RNU6-331P	0	0	0	0	0	0
RP3-394A18.1	0	0	0	0	0	1
MIR6818	0	0	0	0	0	0
HORMAD2-AS1	0	0	0	0	0	0
CNN2P1	0	0	0	0	0	0
HORMAD2	0	0	0	0	0	0
CTA-85E5.7	0	0	0	0	0	0
CTA-85E5.6	0	0	0	0	0	10
RP3-438O4.4	0	0	0	0	0	0
RP1-102K2.6	0	0	0	0	0	0
LIF	0	0	0	0	0	0
RP1-102K2.8	0	0	0	0	0	0
OSM	0	0	0	0	0	0
RP1-102K2.9	0	0	0	0	0	0
GATSL3	0	0	0	0	0	2
RP1-130H16.18	0	0	0	0	0	0
TBC1D10A	0	0	0	0	0	4
SF3A1	0	0	0	0	0	294
CCDC157	0	0	0	0	0	3
RNF215	0	0	0	0	0	26
SEC14L2	0	0	0	0	0	55
RP4-539M6.19	0	0	0	0	0	0
RP4-539M6.20	0	0	0	0	0	0
RNU6-564P	0	0	0	0	0	0
RP4-539M6.21	0	0	0	0	0	0
MTFP1	0	0	0	0	0	1
RP4-539M6.22	0	0	0	0	0	0
RP4-539M6.18	0	0	0	0	0	0
SEC14L3	0	0	0	0	0	0
RP4-539M6.14	0	0	0	0	0	0
SDC4P	0	0	0	0	0	0
SEC14L4	0	0	0	0	0	0
SEC14L6	0	0	0	0	0	0
SIRPAP1	0	0	0	0	0	18
GAL3ST1	0	0	0	0	0	0
PES1	0	0	0	0	0	199
RP1-56J10.8	0	0	0	0	0	0
TCN2	0	0	0	0	0	117
SLC35E4	0	0	0	0	0	33
DUSP18	0	0	0	0	0	15
CTA-963H5.5	0	0	0	0	0	1
OSBP2	0	0	0	0	0	14
MIR3200	0	0	0	0	0	0
EIF4HP2	0	0	0	0	0	35
MORC2-AS1	0	0	0	0	0	0
MORC2	0	0	0	0	0	79
TUG1	0	0	0	0	0	134
TUG1_1	0	0	0	0	0	0
TUG1_2	0	0	0	0	0	0
TUG1_3	0	0	0	0	0	0
TUG1_4	0	0	0	0	0	0
RP3-430N8.11	0	0	0	0	0	0
RP3-430N8.10	0	0	0	0	0	0
RP3-412A9.17	0	0	0	0	0	0
RN7SL633P	0	0	0	0	0	0
SMTN	0	0	0	0	0	300
RP3-412A9.16	0	0	0	0	0	0
SELM	0	0	0	0	0	46
RP3-412A9.12	0	0	0	0	0	0
INPP5J	0	0	0	0	0	0
PLA2G3	0	0	0	0	0	0
RP3-412A9.15	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0
RNF185	0	0	0	0	0	49
RNF185-AS1	0	0	0	0	0	0
LIMK2	0	0	0	0	0	218
RNU6-1128P	0	0	0	0	0	0
PIK3IP1	0	0	0	0	0	15
PIK3IP1-AS1	0	0	0	0	0	0
RNA5SP496	0	0	0	0	0	0
PATZ1	0	0	0	0	0	59
LINC01521	0	0	0	0	0	1
RNU6-338P	0	0	0	0	0	0
DRG1	0	0	0	0	0	121
EIF4ENIF1	0	0	0	0	0	33
RP11-247I13.11	0	0	0	0	0	0
RNU6-28P	0	0	0	0	0	0
SFI1	0	0	0	0	0	21
H2AFZP6	0	0	0	0	0	0
RP11-247I13.6	0	0	0	0	0	0
RP11-247I13.3	0	0	0	0	0	6
PISD	0	0	0	0	0	99
PRR14L	0	0	0	0	0	98
DEPDC5	0	0	0	0	0	23
RN7SL20P	0	0	0	0	0	0
CTA-440B3.1	0	0	0	0	0	0
RNU6-201P	0	0	0	0	0	0
RP1-180M12.1	0	0	0	0	0	0
C22orf24	0	0	0	0	0	0
YWHAH	0	0	0	0	0	242
CTA-342B11.1	0	0	0	0	0	0
CTA-342B11.2	0	0	0	0	0	0
RN7SL305P	0	0	0	0	0	0
SC22CB-1E7.1	0	0	0	0	0	469
SLC5A1	0	0	0	0	0	0
AP1B1P1	0	0	0	0	0	0
RP1-127L4.10	0	0	0	0	0	0
AP1B1P2	0	0	0	0	0	0
RP1-127L4.7	0	0	0	0	0	0
C22orf42	0	0	0	0	0	0
RP1-90G24.8	0	0	0	0	0	0
RFPL3-AS1_1	0	0	0	0	0	0
RFPL2	0	0	0	0	0	0
AL008723.1	0	0	0	0	0	0
IGLCOR22-1	0	0	0	0	0	0
RP1-90G24.10	0	0	0	0	0	0
SLC5A4	0	0	0	0	0	0
CPSF1P1	0	0	0	0	0	0
RP1-90G24.6	0	0	0	0	0	0
RP1-90G24.11	0	0	0	0	0	0
RP1-149A16.12	0	0	0	0	0	0
RFPL3	0	0	0	0	0	0
IGLCOR22-2	0	0	0	0	0	0
RFPL3S	0	0	0	0	0	0
RFPL3-AS1_2	0	0	0	0	0	0
RP1-149A16.3	0	0	0	0	0	1
IGLVIVOR22-2	0	0	0	0	0	0
RP1-149A16.17	0	0	0	0	0	0
RP1-149A16.16	0	0	0	0	0	1
RTCB	0	0	0	0	0	173
BPIFC	0	0	0	0	0	0
FBXO7	0	0	0	0	0	183
SYN3	0	0	0	0	0	0
LL22NC03-104C7.1	0	0	0	0	0	0
RNA5SP497	0	0	0	0	0	0
LL22NC01-116C6.1	0	0	0	0	0	0
TIMP3	0	0	0	0	0	60
CTA-415G2.2	0	0	0	0	0	0
RP1-302D9.1	0	0	0	0	0	0
RP1-302D9.2	0	0	0	0	0	0
RP1-302D9.5	0	0	0	0	0	0
LARGE1	0	0	0	0	0	14
RP1-302D9.3	0	0	0	0	0	0
SC22CB-1D7.1	0	0	0	0	0	0
MIR4764	0	0	0	0	0	0
SNORA50	0	0	0	0	0	0
SNORA76	0	0	0	0	0	0
LARGE-IT1	0	0	0	0	0	0
LARGE-AS1	0	0	0	0	0	0
LL22NC03-32F9.1	0	0	0	0	0	0
LL22NC03-86D4.1	0	0	0	0	0	0
LL22NC03-13G6.2	0	0	0	0	0	0
RP1-101G11.2	0	0	0	0	0	0
RP1-101G11.3	0	0	0	0	0	0
RP1-288L1.5	0	0	0	0	0	0
RP1-288L1.4	0	0	0	0	0	0
ISX-AS1	0	0	0	0	0	0
ISX	0	0	0	0	0	0
LINC01399	0	0	0	0	0	0
CTA-714B7.7	0	0	0	0	0	0
RP3-323A16.1	0	0	0	0	0	3
CTA-714B7.4	0	0	0	0	0	0
COX7BP1	0	0	0	0	0	0
RNU7-167P	0	0	0	0	0	0
HMGXB4	0	0	0	0	0	52
RP3-510H16.3	0	0	0	0	0	0
TOM1	0	0	0	0	0	55
MIR3909	0	0	0	0	0	0
MIR6069	0	0	0	0	0	0
CTA-286B10.7	0	0	0	0	0	0
CTA-286B10.8	0	0	0	0	0	0
HMOX1	0	0	0	0	0	89
MCM5	0	0	0	0	0	173
RP4-569D19.5	0	0	0	0	0	0
RP4-569D19.8	0	0	0	0	0	0
RASD2	0	0	0	0	0	0
MB	0	0	0	0	0	0
CITF22-62D4.1	0	0	0	0	0	0
APOL6	0	0	0	0	0	30
RP1-41P2.7	0	0	0	0	0	0
MRPS16P3	0	0	0	0	0	0
APOL5	0	0	0	0	0	0
RBFOX2	0	0	0	0	0	323
NDUFA9P1	0	0	0	0	0	1
RP1-78B3.1	0	0	0	0	0	0
CTA-212A2.4	0	0	0	0	0	0
CTA-212A2.3	0	0	0	0	0	0
CTA-212A2.2	0	0	0	0	0	0
CTA-212A2.1	0	0	0	0	0	0
APOL3	0	0	0	0	0	27
MTCO1P20	0	0	0	0	0	0
MTCO2P20	0	0	0	0	0	0
MTATP6P20	0	0	0	0	0	0
MTCO3P20	0	0	0	0	0	0
MTCYBP34	0	0	0	0	0	0
MTND1P10	0	0	0	0	0	0
APOL4	0	0	0	0	0	0
APOL2	0	0	0	0	0	55
APOL1	0	0	0	0	0	42
MYH9	0	0	0	0	0	5764
MIR6819	0	0	0	0	0	0
RP4-633O19__A.1	0	0	0	0	0	0
RPS15AP38	0	0	0	0	0	53
RP5-1119A7.14	0	0	0	0	0	0
TXN2	0	0	0	0	0	82
FOXRED2	0	0	0	0	0	44
EIF3D	0	0	0	0	0	342
RP5-1119A7.11	0	0	0	0	0	5
RP5-1119A7.10	0	0	0	0	0	0
RP5-1119A7.17	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0
RP1-293L6.1	0	0	0	0	0	0
IFT27	0	0	0	0	0	47
PVALB	0	0	0	0	0	0
CITF22-24E5.1	0	0	0	0	0	0
CTA-833B7.2	0	0	0	0	0	0
NCF4	0	0	0	0	0	0
CSF2RB	0	0	0	0	0	292
CSF2RBP1	0	0	0	0	0	0
LL22NC01-81G9.3	0	0	0	0	0	0
TEX33	0	0	0	0	0	0
TST	0	0	0	0	0	52
MPST	0	0	0	0	0	162
KCTD17	0	0	0	0	0	39
RN7SKP214	0	0	0	0	0	0
TMPRSS6	0	0	0	0	0	0
RP5-1170K4.7	0	0	0	0	0	0
IL2RB	0	0	0	0	0	0
RP1-151B14.6	0	0	0	0	0	0
C1QTNF6	0	0	0	0	0	105
SSTR3	0	0	0	0	0	0
RP1-151B14.9	0	0	0	0	0	0
RAC2	0	0	0	0	0	192
CYTH4	0	0	0	0	0	0
ELFN2	0	0	0	0	0	6
RP1-63G5.7	0	0	0	0	0	0
RP1-63G5.8	0	0	0	0	0	0
MFNG	0	0	0	0	0	418
CARD10	0	0	0	0	0	97
RP5-1177I5.3	0	0	0	0	0	0
CDC42EP1	0	0	0	0	0	298
LGALS2	0	0	0	0	0	0
GGA1	0	0	0	0	0	51
SH3BP1	0	0	0	0	0	1
Z83844.1	0	0	0	0	0	0
PDXP	0	0	0	0	0	1
RN7SL385P	0	0	0	0	0	0
LGALS1	0	0	0	0	0	1110
NOL12	0	0	0	0	0	0
RP1-37E16.12	0	0	0	0	0	0
TRIOBP	0	0	0	0	0	221
H1F0	0	0	0	0	0	163
GCAT	0	0	0	0	0	22
GALR3	0	0	0	0	0	0
ANKRD54	0	0	0	0	0	47
MIR659	0	0	0	0	0	0
EIF3L	0	0	0	0	0	371
RP5-1014D13.2	0	0	0	0	0	3
RNU6-900P	0	0	0	0	0	0
MICALL1	0	0	0	0	0	136
RP5-1039K5.12	0	0	0	0	0	1
C22orf23	0	0	0	0	0	5
MIR4534	0	0	0	0	0	6
RP5-1039K5.17	0	0	0	0	0	0
POLR2F	0	0	0	0	0	0
SOX10	0	0	0	0	0	0
RP5-1039K5.16	0	0	0	0	0	0
RP5-1039K5.18	0	0	0	0	0	0
PICK1	0	0	0	0	0	26
RP5-1039K5.13	0	0	0	0	0	0
SLC16A8	0	0	0	0	0	0
BAIAP2L2	0	0	0	0	0	2
CTA-228A9.3	0	0	0	0	0	0
PLA2G6	0	0	0	0	0	0
CTA-228A9.4	0	0	0	0	0	3
MAFF	0	0	0	0	0	126
TMEM184B	0	0	0	0	0	324
RP1-5O6.5	0	0	0	0	0	0
RN7SL704P	0	0	0	0	0	0
CSNK1E	0	0	0	0	0	242
RP3-449O17.1	0	0	0	0	0	4
RP1-5O6.4	0	0	0	0	0	0
RP3-434P1.6	0	0	0	0	0	0
KCNJ4	0	0	0	0	0	0
KDELR3	0	0	0	0	0	40
DDX17	0	0	0	0	0	671
DMC1	0	0	0	0	0	0
RP1-199H16.6	0	0	0	0	0	0
FAM227A	0	0	0	0	0	0
CBY1	0	0	0	0	0	25
RP3-508I15.10	0	0	0	0	0	1
RP3-508I15.9	0	0	0	0	0	0
TOMM22	0	0	0	0	0	130
JOSD1	0	0	0	0	0	148
GTPBP1	0	0	0	0	0	127
PRDX3P1	0	0	0	0	0	7
SUN2	0	0	0	0	0	174
RP3-508I15.18	0	0	0	0	0	0
RP3-508I15.19	0	0	0	0	0	0
RP3-508I15.20	0	0	0	0	0	0
RP3-508I15.14	0	0	0	0	0	0
RP3-508I15.21	0	0	0	0	0	2
RP3-508I15.22	0	0	0	0	0	0
DNAL4	0	0	0	0	0	13
NPTXR	0	0	0	0	0	16
CBX6	0	0	0	0	0	171
CTA-150C2.13	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0
APOBEC3B	0	0	0	0	0	21
APOBEC3B-AS1	0	0	0	0	0	0
APOBEC3C	0	0	0	0	0	29
APOBEC3D	0	0	0	0	0	2
APOBEC3F	0	0	0	0	0	3
APOBEC3G	0	0	0	0	0	9
CTA-150C2.20	0	0	0	0	0	0
RP4-742C19.12	0	0	0	0	0	0
APOBEC3H	0	0	0	0	0	0
CBX7	0	0	0	0	0	2
COX5BP7	0	0	0	0	0	0
RP4-742C19.13	0	0	0	0	0	2
FUNDC2P4	0	0	0	0	0	0
PDGFB	0	0	0	0	0	506
RP3-333H23.8	0	0	0	0	0	0
RPL3	0	0	0	0	0	3124
SNORD83B	0	0	0	0	0	0
SNORD83A	0	0	0	0	0	0
SNORD43	0	0	0	0	0	0
SYNGR1	0	0	0	0	0	10
RP3-333H23.9	0	0	0	0	0	0
TAB1	0	0	0	0	0	55
MGAT3	0	0	0	0	0	0
MGAT3-AS1	0	0	0	0	0	0
MIEF1	0	0	0	0	0	115
ATF4	0	0	0	0	0	456
RPS19BP1	0	0	0	0	0	76
CACNA1I	0	0	0	0	0	0
ENTHD1	0	0	0	0	0	0
RP1-172B20.6	0	0	0	0	0	0
RN7SKP210	0	0	0	0	0	0
UQCRFS1P1	0	0	0	0	0	113
GRAP2	0	0	0	0	0	0
RP3-370M22.8	0	0	0	0	0	27
FAM83F	0	0	0	0	0	0
RP3-496C20.1	0	0	0	0	0	0
TNRC6B	0	0	0	0	0	52
RPL7P52	0	0	0	0	0	6
ADSL	0	0	0	0	0	126
SGSM3	0	0	0	0	0	136
RP5-1042K10.10	0	0	0	0	0	0
MKL1	0	0	0	0	0	52
RP5-1042K10.13	0	0	0	0	0	0
RP5-1042K10.12	0	0	0	0	0	0
RP4-591N18.2	0	0	0	0	0	0
COX6B1P3	0	0	0	0	0	0
RPL4P6	0	0	0	0	0	1
GAPDHP37	0	0	0	0	0	1
MCHR1	0	0	0	0	0	0
SLC25A17	0	0	0	0	0	40
RP3-408N23.4	0	0	0	0	0	0
JTBP1	0	0	0	0	0	0
MIR4766	0	0	0	0	0	0
ST13	0	0	0	0	0	476
XPNPEP3	0	0	0	0	0	20
DNAJB7	0	0	0	0	0	2
RNU6-379P	0	0	0	0	0	0
RBX1	0	0	0	0	0	91
RP11-12M9.3	0	0	0	0	0	630
RP11-12M9.4	0	0	0	0	0	42
EP300	0	0	0	0	0	244
RNU6-375P	0	0	0	0	0	0
RP1-85F18.6	0	0	0	0	0	0
EP300-AS1	0	0	0	0	0	2
LRRC37A14P	0	0	0	0	0	1
L3MBTL2	0	0	0	0	0	45
RP4-756G23.5	0	0	0	0	0	1
CHADL	0	0	0	0	0	0
RANGAP1	0	0	0	0	0	505
MIR6889	0	0	0	0	0	0
ZC3H7B	0	0	0	0	0	449
TEF	0	0	0	0	0	14
RNU6-495P	0	0	0	0	0	0
CTA-223H9.9	0	0	0	0	0	0
TOB2	0	0	0	0	0	215
PHF5A	0	0	0	0	0	52
ACO2	0	0	0	0	0	134
POLR3H	0	0	0	0	0	67
CSDC2	0	0	0	0	0	0
PMM1	0	0	0	0	0	4
DESI1	0	0	0	0	0	166
XRCC6	0	0	0	0	0	802
SNU13	0	0	0	0	0	154
RNU6-476P	0	0	0	0	0	0
C22orf46	0	0	0	0	0	10
MEI1	0	0	0	0	0	0
HMGN2P10	0	0	0	0	0	45
RNU6ATAC22P	0	0	0	0	0	0
CCDC134	0	0	0	0	0	4
RP5-821D11.7	0	0	0	0	0	0
SREBF2	0	0	0	0	0	180
MIR33A	0	0	0	0	0	0
SHISA8	0	0	0	0	0	0
TNFRSF13C	0	0	0	0	0	2
CENPM	0	0	0	0	0	22
LINC00634	0	0	0	0	0	0
SEPT3	0	0	0	0	0	0
CTA-250D10.19	0	0	0	0	0	0
WBP2NL	0	0	0	0	0	1
SLC25A5P1	0	0	0	0	0	9
NAGA	0	0	0	0	0	138
FAM109B	0	0	0	0	0	69
SNORD13P1	0	0	0	0	0	0
SMDT1	0	0	0	0	0	24
NDUFA6	0	0	0	0	0	100
RP1-257I20.14	0	0	0	0	0	0
NDUFA6-AS1	0	0	0	0	0	2
OLA1P1	0	0	0	0	0	157
CYP2D6	0	0	0	0	0	0
RP4-669P10.19	0	0	0	0	0	0
RP4-669P10.16	0	0	0	0	0	0
RP4-669P10.20	0	0	0	0	0	0
CYP2D7	0	0	0	0	0	0
CYP2D8P	0	0	0	0	0	0
TCF20	0	0	0	0	0	64
OGFRP1	0	0	0	0	0	0
Z83851.4	0	0	0	0	0	0
CTA-989H11.1	0	0	0	0	0	0
LINC01315	0	0	0	0	0	0
NFAM1	0	0	0	0	0	0
CTA-126B4.7	0	0	0	0	0	0
SERHL	0	0	0	0	0	0
RRP7A	0	0	0	0	0	71
SERHL2	0	0	0	0	0	7
RRP7BP	0	0	0	0	0	29
RN7SKP80	0	0	0	0	0	1
RNU6-513P	0	0	0	0	0	0
POLDIP3	0	0	0	0	0	165
RNU12	0	0	0	0	0	0
CYB5R3	0	0	0	0	0	482
ATP5L2	0	0	0	0	0	10
A4GALT	0	0	0	0	0	21
RPL5P34	0	0	0	0	0	370
GOLGA2P4	0	0	0	0	0	0
RP1-47A17.1	0	0	0	0	0	0
ARFGAP3	0	0	0	0	0	67
PACSIN2	0	0	0	0	0	162
AL049758.2	0	0	0	0	0	0
AL022476.2	0	0	0	0	0	0
TTLL1	0	0	0	0	0	13
AL022237.3	0	0	0	0	0	0
BIK	0	0	0	0	0	0
MCAT	0	0	0	0	0	14
TSPO	0	0	0	0	0	405
TTLL12	0	0	0	0	0	160
SCUBE1	0	0	0	0	0	23
Z82214.3	0	0	0	0	0	0
Z82214.2	0	0	0	0	0	0
Z99756.1	0	0	0	0	0	0
RP4-754E20__A.5	0	0	0	0	0	0
MPPED1	0	0	0	0	0	0
EFCAB6-AS1	0	0	0	0	0	0
EFCAB6	0	0	0	0	0	2
RP3-388M5.8	0	0	0	0	0	0
HMGN2P9	0	0	0	0	0	0
RP3-388M5.9	0	0	0	0	0	0
SULT4A1	0	0	0	0	0	0
PNPLA5	0	0	0	0	0	0
PNPLA3	0	0	0	0	0	0
SAMM50	0	0	0	0	0	66
RP4-796I17.5	0	0	0	0	0	31
PARVB	0	0	0	0	0	182
CTA-414D7.1	0	0	0	0	0	0
RP4-671O14.6	0	0	0	0	0	2
PARVG	0	0	0	0	0	0
RP4-671O14.5	0	0	0	0	0	0
RP4-671O14.7	0	0	0	0	0	0
KIAA1644	0	0	0	0	0	0
RP1-32I10.10	0	0	0	0	0	0
RP1-32I10.11	0	0	0	0	0	0
CTA-397C4.2	0	0	0	0	0	0
MRPS18CP6	0	0	0	0	0	0
RP5-1033E15.3	0	0	0	0	0	0
LDOC1L	0	0	0	0	0	104
KRT18P23	0	0	0	0	0	0
LINC00207	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0
ANP32BP2	0	0	0	0	0	0
PRR5	0	0	0	0	0	2
PRR5-ARHGAP8	0	0	0	0	0	0
ARHGAP8	0	0	0	0	0	0
PHF21B	0	0	0	0	0	0
RP1-127B20.4	0	0	0	0	0	2
RP4-753M9.1	0	0	0	0	0	0
NUP50-AS1	0	0	0	0	0	10
CTA-217C2.2	0	0	0	0	0	3
NUP50	0	0	0	0	0	202
CTA-268H5.12	0	0	0	0	0	0
KIAA0930	0	0	0	0	0	141
MIR1249	0	0	0	0	0	0
CTA-268H5.14	0	0	0	0	0	0
CTA-268H5.9	0	0	0	0	0	0
UPK3A	0	0	0	0	0	0
FAM118A	0	0	0	0	0	35
SMC1B	0	0	0	0	0	0
RIBC2	0	0	0	0	0	0
RP1-102D24.5	0	0	0	0	0	0
FBLN1	0	0	0	0	0	8
LINC01589	0	0	0	0	0	0
RNU6-1161P	0	0	0	0	0	0
CTA-941F9.10	0	0	0	0	0	0
ATXN10	0	0	0	0	0	93
MIR4762	0	0	0	0	0	0
RP1-37M3.8	0	0	0	0	0	0
WI2-85898F10.2	0	0	0	0	0	0
WI2-85898F10.1	0	0	0	0	0	0
WNT7B	0	0	0	0	0	0
CITF22-92A6.2	0	0	0	0	0	0
CITF22-92A6.1	0	0	0	0	0	0
LINC00899	0	0	0	0	0	0
PRR34	0	0	0	0	0	0
RP6-109B7.5	0	0	0	0	0	0
PRR34-AS1	0	0	0	0	0	1
MIRLET7BHG	0	0	0	0	0	2
RP6-109B7.2	0	0	0	0	0	0
RP6-109B7.4	0	0	0	0	0	0
MIR3619	0	0	0	0	0	0
PPARA	0	0	0	0	0	24
RP4-695O20.1	0	0	0	0	0	0
CDPF1	0	0	0	0	0	20
PKDREJ	0	0	0	0	0	0
TTC38	0	0	0	0	0	84
GTSE1-AS1	0	0	0	0	0	0
GTSE1	0	0	0	0	0	135
TRMU	0	0	0	0	0	93
CELSR1	0	0	0	0	0	52
RP5-996D20.3	0	0	0	0	0	0
RP3-439F8.1	0	0	0	0	0	0
GRAMD4	0	0	0	0	0	24
CERK	0	0	0	0	0	281
CTA-29F11.1	0	0	0	0	0	4
TBC1D22A	0	0	0	0	0	80
U51561.1	0	0	0	0	0	0
FP325331.1	0	0	0	0	0	0
RP1-111J24.1	0	0	0	0	0	0
CITF22-49D8.1	0	0	0	0	0	0
LL22NC03-75H12.2	0	0	0	0	0	0
LINC00898	0	0	0	0	0	0
RP11-191L9.4	0	0	0	0	0	0
RP11-191L9.5	0	0	0	0	0	0
RP13-455A7.1	0	0	0	0	0	0
CTA-280A3.2	0	0	0	0	0	0
CTA-280A3__B.2	0	0	0	0	0	0
LL22NC03-27C5.1	0	0	0	0	0	0
LL22NC03-121E8.4	0	0	0	0	0	0
LL22NC03-121E8.3	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0
RP11-536P6.3	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0
CTA-299D3.8	0	0	0	0	0	0
MIR4535	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0
RPL35P8	0	0	0	0	0	0
RP1-34P24.3	0	0	0	0	0	0
C22orf34	0	0	0	0	0	6
CTA-722E9.1	0	0	0	0	0	0
RP4-566L20.1	0	0	0	0	0	0
MIR3667	0	0	0	0	0	0
RP1-29C18.10	0	0	0	0	0	0
RP1-29C18.9	0	0	0	0	0	0
RP1-29C18.8	0	0	0	0	0	0
RP5-983L19.2	0	0	0	0	0	0
RN7SKP252	0	0	0	0	0	0
RPL5P35	0	0	0	0	0	1
BRD1	0	0	0	0	0	90
RP3-522J7.7	0	0	0	0	0	0
RP3-522J7.5	0	0	0	0	0	0
RP3-522J7.6	0	0	0	0	0	0
RP11-494O16.3	0	0	0	0	0	0
RP11-494O16.4	0	0	0	0	0	0
ZBED4	0	0	0	0	0	101
ALG12	0	0	0	0	0	21
CITF22-1A6.3	0	0	0	0	0	0
CRELD2	0	0	0	0	0	86
CITF22-49E9.3	0	0	0	0	0	0
PIM3	0	0	0	0	0	299
MIR6821	0	0	0	0	0	0
IL17REL	0	0	0	0	0	0
TTLL8	0	0	0	0	0	0
MLC1	0	0	0	0	0	0
MOV10L1	0	0	0	0	0	20
RP5-898I4.1	0	0	0	0	0	0
PANX2	0	0	0	0	0	4
TRABD	0	0	0	0	0	107
RP3-402G11.25	0	0	0	0	0	0
RP3-402G11.26	0	0	0	0	0	2
SELO	0	0	0	0	0	42
RP3-402G11.27	0	0	0	0	0	0
RP3-402G11.28	0	0	0	0	0	1
TUBGCP6	0	0	0	0	0	66
HDAC10	0	0	0	0	0	0
MAPK12	0	0	0	0	0	67
MAPK11	0	0	0	0	0	71
PLXNB2	0	0	0	0	0	383
DENND6B	0	0	0	0	0	1
XX-C283C717.1	0	0	0	0	0	0
XX-C00717C00720L.1	0	0	0	0	0	0
PPP6R2	0	0	0	0	0	111
SBF1	0	0	0	0	0	212
ADM2	0	0	0	0	0	0
MIOX	0	0	0	0	0	0
LMF2	0	0	0	0	0	123
NCAPH2	0	0	0	0	0	44
SCO2	0	0	0	0	0	6
CTA-384D8.36	0	0	0	0	0	1
TYMP	0	0	0	0	0	2
ODF3B	0	0	0	0	0	2
CTA-384D8.35	0	0	0	0	0	0
CTA-384D8.34	0	0	0	0	0	0
CTA-384D8.31	0	0	0	0	0	0
KLHDC7B	0	0	0	0	0	0
SYCE3	0	0	0	0	0	0
CPT1B	0	0	0	0	0	0
CHKB-CPT1B	0	0	0	0	0	0
CHKB	0	0	0	0	0	0
CHKB-AS1	0	0	0	0	0	0
CTA-384D8.33	0	0	0	0	0	0
MAPK8IP2	0	0	0	0	0	0
ARSA	0	0	0	0	0	32
